idPersonal,idNews,qReaction,qClassification,qFirstEmotion,qSecondEmotion
303,7,DNA,DNA,DNA,DNA
304,7,ANGRY,Neutral,anger,disgust
305,7,ANGRY,Negative,anger,DNA
306,7,ANGRY,Negative,anger,disgust
307,7,DNA,DNA,DNA,DNA
308,7,DNA,DNA,DNA,DNA
309,7,ANGRY,Negative,anger,disgust
310,7,DNA,DNA,DNA,DNA
311,7,ANGRY,Negative,anger,disgust
312,7,ANGRY,Negative,anger,surprise
313,7,ANGRY,Negative,anger,disgust
314,7,SAD,Neutral,anger,disgust
315,7,ANGRY,Negative,anger,disgust
316,7,DNA,DNA,DNA,DNA
317,7,ANGRY,Negative,anger,disgust
318,7,DNA,DNA,DNA,DNA
319,7,SAD,Negative,anger,disgust
321,7,DNA,DNA,DNA,DNA
322,7,ANGRY,Negative,anger,DNA
323,7,ANGRY,Negative,sadness,anger
324,7,DNA,DNA,DNA,DNA
325,7,SAD,Negative,sadness,anger
326,7,SAD,Negative,sadness,fear
327,7,DNA,DNA,DNA,DNA
328,7,ANGRY,Negative,sadness,anger
329,7,ANGRY,Negative,anger,DNA
330,7,DNA,DNA,DNA,DNA
331,7,ANGRY,Negative,anger,DNA
332,7,DNA,DNA,DNA,DNA
333,7,ANGRY,Negative,anger,DNA
334,7,ANGRY,Negative,anger,DNA
335,7,ANGRY,Negative,anger,disgust
336,7,ANGRY,Negative,anger,disgust
337,7,DNA,DNA,DNA,DNA
338,7,DNA,DNA,DNA,DNA
339,7,ANGRY,Negative,anger,disgust
340,7,DNA,DNA,DNA,DNA
341,7,DNA,DNA,DNA,DNA
342,7,DNA,DNA,DNA,DNA
343,7,SAD,Negative,sadness,anger
344,7,SAD,Negative,sadness,anger
346,7,ANGRY,Negative,anger,fear
347,7,ANGRY,Negative,sadness,anger
348,7,ANGRY,Negative,anger,disgust
350,7,ANGRY,Negative,anger,disgust
351,7,ANGRY,Negative,anger,disgust
352,7,ANGRY,Negative,anger,disgust
353,7,ANGRY,Negative,sadness,anger
354,7,ANGRY,Negative,anger,disgust
355,7,ANGRY,Negative,anger,disgust
356,7,ANGRY,Negative,DNA,do not recognize
357,7,DNA,DNA,DNA,DNA
358,7,DNA,DNA,DNA,DNA
359,7,DNA,DNA,DNA,DNA
360,7,ANGRY,Negative,sadness,anger
361,7,DNA,DNA,DNA,DNA
362,7,DNA,DNA,DNA,DNA
363,7,ANGRY,Negative,anger,DNA
364,7,ANGRY,Negative,disgust,DNA
365,7,DNA,DNA,DNA,DNA
366,7,ANGRY,Negative,anger,DNA
367,7,DNA,DNA,DNA,DNA
368,7,SAD,Negative,sadness,anger
369,7,SAD,Negative,anger,disgust
370,7,DNA,DNA,DNA,DNA
371,7,DNA,DNA,DNA,DNA
372,7,ANGRY,Negative,anger,DNA
373,7,DNA,DNA,DNA,DNA
374,7,DNA,DNA,DNA,DNA
375,7,DNA,DNA,DNA,DNA
376,7,ANGRY,Negative,anger,DNA
377,7,ANGRY,Negative,sadness,disgust
378,7,ANGRY,Negative,sadness,anger
379,7,DNA,DNA,DNA,DNA
380,7,DNA,DNA,DNA,DNA
381,7,DNA,DNA,DNA,DNA
382,7,DNA,DNA,DNA,DNA
383,7,ANGRY,Negative,anger,disgust
384,7,DNA,DNA,DNA,DNA
385,7,DNA,DNA,DNA,DNA
386,7,DNA,DNA,DNA,DNA
387,7,ANGRY,Negative,anger,disgust
388,7,ANGRY,Negative,sadness,anger
389,7,DNA,DNA,DNA,DNA
390,7,DNA,DNA,DNA,DNA
391,7,DNA,DNA,DNA,DNA
392,7,ANGRY,Positive,anger,disgust
393,7,ANGRY,Negative,anger,DNA
394,7,DNA,DNA,DNA,DNA
395,7,ANGRY,Negative,anger,DNA
396,7,DNA,DNA,DNA,DNA
397,7,DNA,DNA,DNA,DNA
398,7,DNA,DNA,DNA,DNA
399,7,ANGRY,Negative,disgust,DNA
400,7,ANGRY,Negative,sadness,anger
402,7,DNA,DNA,DNA,DNA
403,7,DNA,DNA,DNA,DNA
404,7,SAD,Negative,sadness,fear
405,7,DNA,DNA,DNA,DNA
407,7,DNA,DNA,DNA,DNA
408,7,DNA,DNA,DNA,DNA
409,7,ANGRY,Negative,anger,DNA
410,7,ANGRY,Negative,sadness,disgust
411,7,ANGRY,Negative,anger,DNA
412,7,DNA,DNA,DNA,DNA
413,7,ANGRY,Negative,disgust,DNA
414,7,DNA,DNA,DNA,DNA
415,7,ANGRY,Negative,anger,disgust
416,7,DNA,DNA,DNA,DNA
417,7,ANGRY,Positive,anger,DNA
418,7,SAD,Negative,sadness,anger
419,7,ANGRY,Negative,anger,disgust
420,7,SAD,Negative,anger,DNA
421,7,DNA,DNA,DNA,DNA
422,7,DNA,DNA,DNA,DNA
423,7,DNA,DNA,DNA,DNA
424,7,DNA,DNA,DNA,DNA
425,7,DNA,DNA,DNA,DNA
426,7,ANGRY,Negative,anger,disgust
427,7,DNA,DNA,DNA,DNA
428,7,DNA,DNA,DNA,DNA
429,7,ANGRY,Negative,anger,disgust
430,7,ANGRY,Negative,anger,disgust
431,7,SAD,Negative,sadness,DNA
432,7,DNA,DNA,DNA,DNA
433,7,ANGRY,Negative,sadness,anger
434,7,ANGRY,Negative,anger,DNA
435,7,DNA,DNA,DNA,DNA
436,7,DNA,DNA,DNA,DNA
437,7,DNA,DNA,DNA,DNA
438,7,SAD,Negative,sadness,fear
439,7,ANGRY,Negative,disgust,fear
440,7,ANGRY,Negative,sadness,anger
441,7,SAD,Negative,sadness,anger
442,7,SAD,Negative,sadness,anger
444,7,DNA,DNA,DNA,DNA
445,7,SAD,Negative,sadness,fear
446,7,ANGRY,Neutral,anger,disgust
447,7,DNA,DNA,DNA,DNA
448,7,DNA,DNA,DNA,DNA
449,7,ANGRY,Negative,sadness,anger
450,7,DNA,DNA,DNA,DNA
452,7,ANGRY,Negative,anger,DNA
453,7,ANGRY,Negative,anger,disgust
454,7,DNA,DNA,DNA,DNA
455,7,DNA,DNA,DNA,DNA
456,7,DNA,DNA,DNA,DNA
457,7,DNA,DNA,DNA,DNA
458,7,ANGRY,Negative,anger,disgust
459,7,SAD,Negative,anger,DNA
460,7,DNA,DNA,DNA,DNA
461,7,DNA,DNA,DNA,DNA
462,7,ANGRY,Negative,disgust,DNA
463,7,DNA,DNA,DNA,DNA
464,7,ANGRY,Positive,anger,DNA
465,7,ANGRY,Negative,anger,DNA
466,7,LIKE,Negative,surprise,DNA
467,7,ANGRY,Negative,disgust,DNA
468,7,SAD,Negative,sadness,anger
469,7,ANGRY,Negative,sadness,anger
470,7,ANGRY,Negative,anger,disgust
471,7,SAD,Negative,sadness,DNA
472,7,ANGRY,Negative,anger,disgust
473,7,ANGRY,Negative,anger,disgust
474,7,ANGRY,Negative,sadness,anger
475,7,DNA,DNA,DNA,DNA
476,7,ANGRY,Negative,anger,disgust
477,7,DNA,DNA,DNA,DNA
478,7,DNA,DNA,DNA,DNA
479,7,DNA,DNA,DNA,DNA
480,7,ANGRY,Negative,anger,disgust
481,7,ANGRY,Negative,anger,DNA
482,7,ANGRY,Negative,anger,DNA
483,7,ANGRY,Negative,sadness,anger
484,7,LIKE,Neutral,DNA,do not recognize
485,7,ANGRY,Negative,anger,DNA
486,7,ANGRY,Negative,anger,disgust
487,7,ANGRY,Negative,anger,disgust
488,7,ANGRY,Negative,anger,DNA
489,7,ANGRY,Negative,anger,DNA
490,7,DNA,DNA,DNA,DNA
491,7,DNA,DNA,DNA,DNA
492,7,ANGRY,Negative,sadness,anger
493,7,SAD,Negative,sadness,anger
494,7,DNA,DNA,DNA,DNA
495,7,DNA,DNA,DNA,DNA
496,7,DNA,DNA,DNA,DNA
497,7,ANGRY,Negative,anger,disgust
498,7,ANGRY,Negative,anger,disgust
499,7,SAD,Negative,sadness,disgust
500,7,ANGRY,Negative,sadness,anger
501,7,ANGRY,Negative,disgust,DNA
502,7,ANGRY,Negative,sadness,anger
503,7,DNA,DNA,DNA,DNA
504,7,ANGRY,Negative,sadness,anger
505,7,DNA,DNA,DNA,DNA
506,7,DNA,DNA,DNA,DNA
507,7,DNA,DNA,DNA,DNA
508,7,SAD,Negative,anger,fear
509,7,ANGRY,Negative,anger,DNA
510,7,DNA,DNA,DNA,DNA
511,7,DNA,DNA,DNA,DNA
512,7,DNA,DNA,DNA,DNA
513,7,ANGRY,Negative,sadness,anger
514,7,ANGRY,Negative,anger,disgust
515,7,DNA,DNA,DNA,DNA
516,7,ANGRY,Negative,anger,DNA
517,7,ANGRY,Negative,anger,disgust
518,7,ANGRY,Negative,sadness,anger
519,7,ANGRY,Negative,disgust,DNA
520,7,DNA,DNA,DNA,DNA
521,7,DNA,DNA,DNA,DNA
522,7,DNA,DNA,DNA,DNA
523,7,DNA,DNA,DNA,DNA
524,7,SAD,Negative,sadness,anger
525,7,ANGRY,Negative,anger,disgust
526,7,ANGRY,Negative,sadness,anger
527,7,DNA,DNA,DNA,DNA
528,7,DNA,DNA,DNA,DNA
529,7,SAD,Negative,sadness,anger
530,7,ANGRY,Negative,sadness,anger
531,7,LIKE,Negative,sadness,anger
532,7,DNA,DNA,DNA,DNA
533,7,ANGRY,Negative,anger,DNA
534,7,ANGRY,Neutral,anger,disgust
535,7,ANGRY,Negative,anger,disgust
536,7,SAD,Negative,sadness,disgust
537,7,ANGRY,Negative,sadness,anger
538,7,ANGRY,Negative,sadness,anger
539,7,ANGRY,Negative,sadness,anger
540,7,ANGRY,Negative,sadness,anger
541,7,DNA,DNA,DNA,DNA
542,7,ANGRY,Negative,sadness,disgust
543,7,ANGRY,Negative,disgust,DNA
544,7,SAD,Negative,sadness,anger
545,7,DNA,DNA,DNA,DNA
546,7,DNA,DNA,DNA,DNA
547,7,SAD,Negative,sadness,DNA
548,7,ANGRY,Neutral,sadness,anger
549,7,SAD,Negative,disgust,DNA
550,7,ANGRY,Negative,anger,DNA
551,7,ANGRY,Negative,sadness,anger
552,7,DNA,DNA,DNA,DNA
554,7,DNA,DNA,DNA,DNA
555,7,DNA,DNA,DNA,DNA
556,7,DNA,DNA,DNA,DNA
557,7,DNA,DNA,DNA,DNA
558,7,ANGRY,Negative,anger,disgust
559,7,DNA,DNA,DNA,DNA
560,7,DNA,DNA,DNA,DNA
561,7,ANGRY,Negative,anger,surprise
562,7,ANGRY,Negative,sadness,anger
563,7,SAD,Negative,sadness,DNA
564,7,ANGRY,Negative,anger,disgust
565,7,ANGRY,Negative,anger,disgust
566,7,ANGRY,Negative,anger,fear
567,7,DNA,DNA,DNA,DNA
568,7,SAD,Negative,sadness,DNA
569,7,SAD,Negative,sadness,anger
570,7,ANGRY,Negative,sadness,anger
571,7,DNA,DNA,DNA,DNA
572,7,ANGRY,Negative,anger,DNA
573,7,DNA,DNA,DNA,DNA
574,7,SAD,Negative,anger,DNA
575,7,DNA,DNA,DNA,DNA
576,7,ANGRY,Negative,anger,DNA
577,7,ANGRY,Negative,anger,DNA
578,7,DNA,DNA,DNA,DNA
579,7,SAD,Negative,sadness,DNA
580,7,DNA,DNA,DNA,DNA
581,7,ANGRY,Negative,anger,disgust
582,7,SAD,Negative,sadness,DNA
583,7,DNA,DNA,DNA,DNA
584,7,DNA,DNA,DNA,DNA
585,7,SAD,Negative,anger,DNA
586,7,DNA,DNA,DNA,DNA
587,7,ANGRY,Negative,sadness,anger
588,7,ANGRY,Negative,disgust,DNA
589,7,SAD,Negative,sadness,anger
590,7,DNA,DNA,DNA,DNA
591,7,SAD,Negative,sadness,DNA
592,7,DNA,DNA,DNA,DNA
593,7,DNA,DNA,DNA,DNA
594,7,SAD,Negative,sadness,DNA
595,7,SAD,Negative,sadness,DNA
596,7,ANGRY,Negative,anger,disgust
597,7,ANGRY,Negative,anger,DNA
598,7,ANGRY,Negative,sadness,anger
599,7,DNA,DNA,DNA,DNA
600,7,DNA,DNA,DNA,DNA
601,7,SAD,Negative,disgust,DNA
602,7,SAD,Negative,anger,disgust
603,7,ANGRY,Negative,sadness,anger
604,7,ANGRY,Negative,anger,DNA
605,7,SAD,Negative,sadness,DNA
606,7,DNA,DNA,DNA,DNA
607,7,ANGRY,Negative,anger,DNA
608,7,ANGRY,Negative,sadness,anger
609,7,SAD,Negative,anger,fear
610,7,DNA,DNA,DNA,DNA
611,7,DNA,DNA,DNA,DNA
612,7,SAD,Negative,sadness,anger
613,7,ANGRY,Negative,anger,DNA
614,7,ANGRY,Negative,sadness,anger
615,7,ANGRY,Negative,anger,disgust
616,7,DNA,DNA,DNA,DNA
617,7,ANGRY,Negative,anger,DNA
618,7,ANGRY,Negative,anger,DNA
619,7,DNA,DNA,DNA,DNA
620,7,ANGRY,Negative,anger,DNA
621,7,DNA,DNA,DNA,DNA
622,7,ANGRY,Negative,sadness,anger
623,7,ANGRY,Negative,anger,disgust
624,7,SAD,Negative,disgust,fear
625,7,ANGRY,Negative,anger,DNA
626,7,DNA,DNA,DNA,DNA
627,7,SAD,Negative,sadness,disgust
628,7,SAD,Negative,sadness,DNA
629,7,SAD,Negative,sadness,anger
630,7,DNA,DNA,DNA,DNA
631,7,DNA,DNA,DNA,DNA
632,7,ANGRY,Negative,anger,disgust
633,7,ANGRY,Negative,sadness,anger
634,7,DNA,DNA,DNA,DNA
635,7,ANGRY,Negative,anger,disgust
637,7,ANGRY,Negative,anger,surprise
639,7,DNA,DNA,DNA,DNA
640,7,ANGRY,Negative,sadness,anger
641,7,DNA,DNA,DNA,DNA
642,7,DNA,DNA,DNA,DNA
643,7,ANGRY,Negative,anger,DNA
644,7,ANGRY,Negative,anger,disgust
645,7,ANGRY,Negative,anger,DNA
646,7,ANGRY,Negative,anger,disgust
647,7,ANGRY,Negative,anger,DNA
648,7,ANGRY,Negative,sadness,anger
649,7,SAD,Negative,sadness,anger
650,7,DNA,DNA,DNA,DNA
651,7,ANGRY,Negative,sadness,anger
652,7,DNA,DNA,DNA,DNA
653,7,DNA,DNA,DNA,DNA
654,7,ANGRY,Negative,anger,disgust
655,7,ANGRY,Negative,anger,DNA
656,7,DNA,DNA,DNA,DNA
657,7,ANGRY,Negative,anger,disgust
658,7,SAD,Negative,sadness,DNA
659,7,SAD,Negative,sadness,DNA
660,7,SAD,Negative,sadness,DNA
661,7,DNA,DNA,DNA,DNA
662,7,ANGRY,Negative,anger,DNA
663,7,SAD,Negative,sadness,disgust
664,7,DNA,DNA,DNA,DNA
665,7,DNA,DNA,DNA,DNA
666,7,DNA,DNA,DNA,DNA
667,7,ANGRY,Negative,anger,DNA
668,7,ANGRY,Negative,anger,disgust
669,7,ANGRY,Negative,anger,DNA
670,7,DNA,DNA,DNA,DNA
671,7,ANGRY,Negative,anger,DNA
672,7,ANGRY,Negative,anger,fear
673,7,ANGRY,Negative,anger,disgust
674,7,SAD,Negative,sadness,fear
675,7,ANGRY,Negative,anger,DNA
676,7,ANGRY,Negative,disgust,DNA
677,7,SAD,Negative,anger,DNA
678,7,SAD,Negative,sadness,DNA
679,7,DNA,DNA,DNA,DNA
680,7,DNA,DNA,DNA,DNA
681,7,DNA,DNA,DNA,DNA
682,7,ANGRY,Negative,sadness,anger
683,7,SAD,Negative,anger,DNA
684,7,ANGRY,Negative,disgust,DNA
685,7,DNA,DNA,DNA,DNA
686,7,ANGRY,Negative,anger,disgust
687,7,ANGRY,Negative,disgust,DNA
688,7,SAD,Negative,sadness,DNA
689,7,ANGRY,Negative,anger,disgust
691,7,ANGRY,Negative,sadness,DNA
692,7,ANGRY,Negative,sadness,anger
693,7,SAD,Negative,sadness,anger
694,7,ANGRY,Negative,anger,disgust
695,7,DNA,DNA,DNA,DNA
696,7,DNA,DNA,DNA,DNA
697,7,DNA,DNA,DNA,DNA
698,7,SAD,Negative,anger,DNA
699,7,DNA,DNA,DNA,DNA
700,7,ANGRY,Negative,sadness,anger
701,7,DNA,DNA,DNA,DNA
702,7,ANGRY,Negative,anger,disgust
703,7,DNA,DNA,DNA,DNA
704,7,ANGRY,Negative,disgust,DNA
705,7,ANGRY,Negative,disgust,DNA
285,8,ANGRY,Negative,anger,DNA
286,8,ANGRY,Negative,sadness,DNA
287,8,DNA,DNA,DNA,DNA
288,8,LIKE,Negative,disgust,surprise
289,8,DNA,DNA,DNA,DNA
290,8,DNA,DNA,DNA,DNA
291,8,DNA,DNA,DNA,DNA
292,8,LIKE,Neutral,sadness,DNA
293,8,WOW,Negative,fear,surprise
294,8,WOW,Negative,surprise,DNA
295,8,DNA,DNA,DNA,DNA
296,8,WOW,Neutral,surprise,DNA
297,8,SAD,Negative,sadness,fear
298,8,LIKE,Negative,DNA,do not recognize
299,8,DNA,DNA,DNA,DNA
300,8,DNA,DNA,DNA,DNA
302,8,SAD,Negative,sadness,fear
303,8,DNA,DNA,DNA,DNA
304,8,WOW,Neutral,surprise,DNA
305,8,WOW,Negative,surprise,DNA
306,8,LIKE,Neutral,DNA,do not recognize
307,8,DNA,DNA,DNA,DNA
308,8,DNA,DNA,DNA,DNA
309,8,SAD,Negative,sadness,fear
310,8,DNA,DNA,DNA,DNA
311,8,SAD,Neutral,sadness,surprise
312,8,WOW,Neutral,surprise,DNA
313,8,WOW,Neutral,DNA,do not recognize
314,8,HAHA,Neutral,DNA,do not recognize
315,8,WOW,Negative,surprise,DNA
316,8,DNA,DNA,DNA,DNA
317,8,ANGRY,Negative,sadness,DNA
318,8,DNA,DNA,DNA,DNA
319,8,LIKE,Neutral,DNA,do not recognize
321,8,DNA,DNA,DNA,DNA
322,8,SAD,Negative,sadness,DNA
323,8,SAD,Negative,sadness,DNA
324,8,DNA,DNA,DNA,DNA
325,8,WOW,Negative,disgust,surprise
326,8,SAD,Negative,surprise,DNA
327,8,DNA,DNA,DNA,DNA
328,8,HAHA,Neutral,joy,surprise
329,8,ANGRY,Negative,fear,DNA
330,8,DNA,DNA,DNA,DNA
331,8,ANGRY,Negative,anger,fear
332,8,DNA,DNA,DNA,DNA
333,8,ANGRY,Negative,anger,DNA
334,8,HAHA,Negative,surprise,DNA
335,8,WOW,Negative,surprise,DNA
336,8,DNA,DNA,DNA,DNA
337,8,DNA,DNA,DNA,DNA
338,8,DNA,DNA,DNA,DNA
339,8,ANGRY,Negative,fear,surprise
340,8,DNA,DNA,DNA,DNA
341,8,DNA,DNA,DNA,DNA
342,8,DNA,DNA,DNA,DNA
343,8,LIKE,Neutral,surprise,DNA
344,8,WOW,Neutral,fear,surprise
346,8,LIKE,Positive,surprise,DNA
347,8,HAHA,Neutral,surprise,DNA
348,8,HAHA,Neutral,DNA,do not recognize
350,8,WOW,Negative,fear,surprise
351,8,LIKE,Neutral,DNA,do not recognize
352,8,LIKE,Neutral,surprise,DNA
353,8,WOW,Neutral,DNA,do not recognize
354,8,LIKE,Neutral,surprise,DNA
355,8,WOW,Negative,disgust,DNA
356,8,HAHA,Neutral,DNA,do not recognize
357,8,DNA,DNA,DNA,DNA
358,8,DNA,DNA,DNA,DNA
359,8,DNA,DNA,DNA,DNA
360,8,WOW,Neutral,surprise,DNA
361,8,DNA,DNA,DNA,DNA
362,8,DNA,DNA,DNA,DNA
363,8,HAHA,Negative,DNA,do not recognize
364,8,SAD,Negative,sadness,DNA
365,8,DNA,DNA,DNA,DNA
366,8,LIKE,Neutral,DNA,do not recognize
367,8,DNA,DNA,DNA,DNA
368,8,LIKE,Neutral,surprise,DNA
369,8,WOW,Neutral,surprise,DNA
370,8,DNA,DNA,DNA,DNA
371,8,DNA,DNA,DNA,DNA
372,8,SAD,Negative,anger,fear
373,8,DNA,DNA,DNA,DNA
374,8,DNA,DNA,DNA,DNA
375,8,DNA,DNA,DNA,DNA
376,8,ANGRY,Negative,DNA,do not recognize
377,8,WOW,Positive,disgust,surprise
378,8,WOW,Neutral,surprise,DNA
379,8,DNA,DNA,DNA,DNA
380,8,DNA,DNA,DNA,DNA
381,8,DNA,DNA,DNA,DNA
382,8,DNA,DNA,DNA,DNA
383,8,LIKE,Neutral,DNA,do not recognize
384,8,DNA,DNA,DNA,DNA
385,8,DNA,DNA,DNA,DNA
386,8,DNA,DNA,DNA,DNA
387,8,DNA,DNA,fear,surprise
388,8,LIKE,Negative,surprise,DNA
389,8,DNA,DNA,DNA,DNA
390,8,DNA,DNA,DNA,DNA
391,8,DNA,DNA,DNA,DNA
392,8,WOW,Positive,anger,DNA
393,8,SAD,Negative,sadness,DNA
394,8,DNA,DNA,DNA,DNA
395,8,WOW,Negative,surprise,DNA
396,8,DNA,DNA,DNA,DNA
397,8,DNA,DNA,DNA,DNA
398,8,DNA,DNA,DNA,DNA
399,8,WOW,Negative,disgust,DNA
400,8,LIKE,Negative,joy,surprise
402,8,DNA,DNA,DNA,DNA
403,8,DNA,DNA,DNA,DNA
404,8,SAD,Neutral,disgust,fear
405,8,DNA,DNA,DNA,DNA
407,8,DNA,DNA,DNA,DNA
408,8,DNA,DNA,DNA,DNA
409,8,SAD,Negative,fear,DNA
410,8,HAHA,Negative,surprise,DNA
411,8,WOW,Neutral,surprise,DNA
412,8,DNA,DNA,DNA,DNA
413,8,LIKE,Positive,DNA,do not recognize
414,8,DNA,DNA,DNA,DNA
415,8,WOW,Negative,surprise,DNA
416,8,DNA,DNA,DNA,DNA
417,8,SAD,Positive,sadness,DNA
418,8,ANGRY,Negative,anger,DNA
419,8,LIKE,Neutral,DNA,do not recognize
420,8,LIKE,Neutral,surprise,DNA
421,8,DNA,DNA,DNA,DNA
422,8,DNA,DNA,DNA,DNA
423,8,DNA,DNA,DNA,DNA
424,8,DNA,DNA,DNA,DNA
425,8,DNA,DNA,DNA,DNA
426,8,WOW,Positive,anger,surprise
427,8,DNA,DNA,DNA,DNA
428,8,DNA,DNA,DNA,DNA
429,8,LIKE,Positive,DNA,do not recognize
430,8,LIKE,Neutral,surprise,DNA
431,8,WOW,Negative,sadness,DNA
432,8,DNA,DNA,DNA,DNA
433,8,WOW,Positive,joy,do not recognize
434,8,SAD,Negative,sadness,DNA
435,8,DNA,DNA,DNA,DNA
436,8,DNA,DNA,DNA,DNA
437,8,DNA,DNA,DNA,DNA
438,8,SAD,Negative,sadness,surprise
439,8,LIKE,Neutral,anger,fear
440,8,SAD,Negative,sadness,DNA
441,8,ANGRY,Negative,anger,fear
442,8,LIKE,Positive,DNA,do not recognize
444,8,DNA,DNA,DNA,DNA
445,8,SAD,Neutral,sadness,fear
446,8,WOW,Negative,anger,fear
447,8,DNA,DNA,DNA,DNA
448,8,DNA,DNA,DNA,DNA
449,8,LIKE,Neutral,DNA,do not recognize
450,8,DNA,DNA,DNA,DNA
452,8,HAHA,Neutral,surprise,DNA
453,8,LIKE,Neutral,surprise,DNA
454,8,DNA,DNA,DNA,DNA
455,8,DNA,DNA,DNA,DNA
456,8,DNA,DNA,DNA,DNA
457,8,DNA,DNA,DNA,DNA
458,8,WOW,Positive,joy,surprise
459,8,WOW,Neutral,fear,DNA
460,8,DNA,DNA,DNA,DNA
461,8,DNA,DNA,DNA,DNA
462,8,ANGRY,Negative,disgust,DNA
463,8,DNA,DNA,DNA,DNA
464,8,ANGRY,Positive,anger,DNA
465,8,SAD,Negative,surprise,DNA
466,8,LIKE,Neutral,fear,DNA
467,8,ANGRY,Negative,DNA,do not recognize
468,8,ANGRY,Negative,fear,DNA
469,8,LIKE,Negative,anger,surprise
470,8,WOW,Neutral,sadness,do not recognize
471,8,SAD,Negative,sadness,DNA
472,8,SAD,Negative,anger,surprise
473,8,WOW,Positive,sadness,surprise
474,8,SAD,Neutral,fear,DNA
475,8,DNA,DNA,DNA,DNA
476,8,SAD,Negative,sadness,surprise
477,8,DNA,DNA,DNA,DNA
478,8,DNA,DNA,DNA,DNA
479,8,DNA,DNA,DNA,DNA
480,8,LIKE,Positive,surprise,DNA
481,8,ANGRY,Negative,surprise,DNA
482,8,SAD,Negative,fear,DNA
483,8,SAD,Negative,sadness,DNA
484,8,LIKE,Neutral,DNA,do not recognize
485,8,WOW,Negative,sadness,surprise
486,8,WOW,Negative,DNA,do not recognize
487,8,LIKE,Positive,DNA,do not recognize
488,8,WOW,Neutral,surprise,DNA
489,8,WOW,Neutral,DNA,do not recognize
490,8,DNA,DNA,DNA,DNA
491,8,DNA,DNA,DNA,DNA
492,8,LIKE,Positive,anger,DNA
493,8,LIKE,Neutral,surprise,DNA
494,8,DNA,DNA,DNA,DNA
495,8,DNA,DNA,DNA,DNA
496,8,DNA,DNA,DNA,DNA
497,8,HAHA,Neutral,surprise,DNA
498,8,LIKE,Negative,joy,anger
499,8,LIKE,Neutral,DNA,do not recognize
500,8,LIKE,Neutral,sadness,surprise
501,8,LIKE,Positive,joy,DNA
502,8,ANGRY,Negative,anger,fear
503,8,DNA,DNA,DNA,DNA
504,8,LIKE,Negative,anger,DNA
505,8,DNA,DNA,DNA,DNA
506,8,DNA,DNA,DNA,DNA
507,8,DNA,DNA,DNA,DNA
508,8,HAHA,Neutral,surprise,DNA
509,8,SAD,Negative,sadness,DNA
510,8,DNA,DNA,DNA,DNA
511,8,DNA,DNA,DNA,DNA
512,8,DNA,DNA,DNA,DNA
513,8,WOW,Negative,surprise,DNA
514,8,SAD,Positive,sadness,fear
515,8,DNA,DNA,DNA,DNA
516,8,LIKE,Positive,surprise,DNA
517,8,SAD,Negative,sadness,DNA
518,8,ANGRY,Positive,sadness,anger
519,8,HAHA,Neutral,surprise,DNA
520,8,DNA,DNA,DNA,DNA
521,8,DNA,DNA,DNA,DNA
522,8,DNA,DNA,DNA,DNA
523,8,DNA,DNA,DNA,DNA
524,8,WOW,Neutral,surprise,DNA
525,8,SAD,Negative,sadness,surprise
526,8,SAD,Negative,sadness,fear
527,8,DNA,DNA,DNA,DNA
528,8,DNA,DNA,DNA,DNA
529,8,SAD,Negative,sadness,DNA
530,8,ANGRY,Negative,anger,DNA
531,8,HAHA,Positive,fear,do not recognize
532,8,DNA,DNA,DNA,DNA
533,8,SAD,Negative,sadness,DNA
534,8,WOW,Neutral,surprise,DNA
535,8,LIKE,Neutral,joy,anger
536,8,HAHA,Neutral,surprise,DNA
537,8,WOW,Negative,fear,surprise
538,8,WOW,Positive,surprise,DNA
539,8,HAHA,Neutral,DNA,do not recognize
540,8,WOW,Neutral,surprise,DNA
541,8,DNA,DNA,DNA,DNA
542,8,SAD,Negative,sadness,DNA
543,8,WOW,Neutral,surprise,DNA
544,8,LIKE,Neutral,sadness,DNA
545,8,DNA,DNA,DNA,DNA
546,8,DNA,DNA,DNA,DNA
547,8,WOW,Negative,surprise,DNA
548,8,LIKE,Neutral,sadness,DNA
549,8,SAD,Negative,sadness,DNA
550,8,WOW,Negative,surprise,DNA
551,8,LIKE,Neutral,surprise,DNA
552,8,DNA,DNA,DNA,DNA
554,8,DNA,DNA,DNA,DNA
555,8,DNA,DNA,DNA,DNA
556,8,DNA,DNA,DNA,DNA
557,8,DNA,DNA,DNA,DNA
558,8,HAHA,Neutral,surprise,DNA
559,8,DNA,DNA,DNA,DNA
560,8,DNA,DNA,DNA,DNA
561,8,LIKE,Neutral,DNA,do not recognize
562,8,LIKE,Neutral,DNA,do not recognize
563,8,LIKE,Neutral,surprise,DNA
564,8,LIKE,Neutral,fear,surprise
565,8,LIKE,Neutral,surprise,DNA
566,8,DNA,DNA,DNA,DNA
567,8,DNA,DNA,DNA,DNA
568,8,WOW,Neutral,surprise,DNA
569,8,LIKE,Neutral,surprise,DNA
570,8,ANGRY,Neutral,DNA,do not recognize
571,8,DNA,DNA,DNA,DNA
572,8,WOW,Positive,surprise,DNA
573,8,DNA,DNA,DNA,DNA
574,8,WOW,Negative,surprise,DNA
575,8,DNA,DNA,DNA,DNA
576,8,SAD,Negative,anger,surprise
577,8,HAHA,Negative,surprise,DNA
578,8,DNA,DNA,DNA,DNA
579,8,LIKE,Neutral,DNA,do not recognize
580,8,DNA,DNA,DNA,DNA
581,8,WOW,Neutral,DNA,do not recognize
